Id,SalePrice
1461,121457.9248930122
1462,153519.6049150177
1463,185116.71507887615
1464,201672.80842744416
1465,194273.81971523605
1466,171268.80147836517
1467,176781.36333008666
1468,161531.7966006232
1469,199518.45165560115
1470,116193.31760151825
1471,187323.3353605722
1472,98043.92951291545
1473,94963.69059083766
1474,145105.399674804
1475,108511.95708045602
1476,371364.32167044893
1477,243259.93520955817
1478,290880.89933129837
1479,295807.73253030464
1480,484882.90871967626
1481,331853.30681381235
1482,208842.42563376314
1483,182922.42824128465
1484,158692.1729506569
1485,193235.55084288729
1486,197018.45347197284
1487,329695.7723098769
1488,234745.00635987343
1489,194539.05296580817
1490,243749.3597818041
1491,197198.27437461962
1492,95935.55436914717
1493,194752.43844898304
1494,287002.47159147955
1495,284422.67742341704
1496,233862.56169845912
1497,183362.06085651327
1498,169634.7619499332
1499,164441.54984629087
1500,159619.15048929746
1501,176080.63923929102
1502,146092.38096745318
1503,287700.4118433414
1504,240587.1890124185
1505,227761.58209823622
1506,191320.75716714206
1507,250888.09637825878
1508,203633.24993037817
1509,162762.29225047593
1510,143882.4469872202
1511,153788.925658149
1512,175470.49405594714
1513,154317.55125105628
1514,152704.92265725046
1515,200342.38971455512
1516,154714.5460475731
1517,177346.25121935995
1518,133781.96263569902
1519,210010.4654951927
1520,124800.71716256312
1521,131315.27791503834
1522,179276.42002594142
1523,111202.04003283441
1524,128573.06657606144
1525,118965.09430396247
1526,110320.9248893272
1527,109837.97953729959
1528,138182.10042757887
1529,152632.20771160998
1530,185624.34159526695
1531,103673.58599568527
1532,96591.35647380173
1533,151575.16550905042
1534,127900.50758535867
1535,149691.2054639103
1536,108327.6461636591
1537,58475.5043547532
1538,140353.69265180643
1539,186735.20159689686
1540,96894.44939529937
1541,139069.92917801908
1542,144386.55149244773
1543,186457.7320718801
1544,88307.32893338929
1545,115102.87473864696
1546,136801.4905310232
1547,127365.47709898648
1548,140337.818368566
1549,122991.9976603725
1550,131791.11892098305
1551,107304.28195453608
1552,134462.6038191491
1553,144443.58054281943
