Id,SalePrice
1461,120551.72127813817
1462,153732.23255965527
1463,185223.63769375667
1464,201418.05016176755
1465,194539.64623529252
1466,171173.8347260625
1467,177306.69828347306
1468,161392.7138056487
1469,199082.10236346847
1470,118354.12494281807
1471,189874.46858567256
1472,98109.51855856134
1473,95015.63631549616
1474,145212.3418608531
1475,108348.2790047224
1476,371972.17719599395
1477,243224.83537076795
1478,290544.2383949701
1479,295466.0886318476
1480,485521.77487649536
1481,331715.46714445367
1482,208757.40223023164
1483,183176.63436099005
1484,158882.0411237017
1485,192693.44016634976
1486,196949.51690134822
1487,330399.9872565432
1488,234837.98309198685
1489,194409.27295008983
1490,245162.05023585111
1491,197567.34079374635
1492,96106.89125353727
1493,189493.200474185
1494,282017.3256366272
1495,284733.4593043416
1496,234844.12281826622
1497,183212.84643269217
1498,169844.59776717113
1499,163637.43282571094
1500,159467.14413835274
1501,176105.80128621333
1502,145597.9405767594
1503,287288.6693822533
1504,240419.07863212182
1505,227804.24814735484
1506,191081.28852124207
1507,251399.46524520818
1508,202593.14613583573
1509,162334.96740114584
1510,144198.77064906838
1511,154630.6897534572
1512,176015.13427508398
1513,153938.7000235228
1514,153718.72629130815
1515,201216.78257652515
1516,154631.39434242895
1517,177519.29605703396
1518,133755.08789761455
1519,210515.54505024003
1520,125927.41326750506
1521,131590.13886073738
1522,179581.35517621815
1523,111409.95006853082
1524,128371.98027172746
1525,119211.79445425818
1526,110772.28017001713
1527,109500.28415056398
1528,138604.23819305026
1529,151256.63492457627
1530,184182.03571137233
1531,104009.56355980199
1532,96695.3012952714
1533,150278.04538738466
1534,127530.26304392249
1535,149958.8043334415
1536,108292.7785829931
1537,58151.19734453177
1538,141374.94062514664
1539,185441.14298868287
1540,96659.62671769464
1541,139026.46905437735
1542,145052.7693392129
1543,186557.9244211703
1544,88445.90210142614
1545,115257.82391193481
1546,137166.66503331915
1547,126413.85368806732
1548,140394.91412963625
1549,122560.57397414163
1550,132634.8925405456
1551,107149.8091418109
1552,134959.06880603207
1553,144719.4445730765
1554,115061.29988089998
1555,161574.3506836371
1556,82787.15668796332
1557,108276.67568193324
1558,102707.96181316054
1559,56834.87079877309
1560,131664.58758828053
1561,125557.62484584568
1562,130849.73316703622
1563,119750.87929779607
1564,156569.50007138017
1565,148961.95636274602
1566,241119.2911568918
1567,78548.88951391158
1568,233388.9176662324
1569,127679.45989311274
1570,139342.76490115302
1571,131374.2633424215
1572,146094.48091567005
1573,241310.1268125172
1574,122452.60657080154
1575,232761.11873109508
1576,249511.58726194088
1577,177181.46275564656
1578,144740.1269090057
1579,147044.66951326773
1580,196081.25310835848
1581,157011.66347322654
1582,122538.26345060153
1583,284854.01042555255
1584,219471.54836830645
1585,135971.3624745564
1586,64918.361745664944
1587,108171.81151137434
1588,158289.6076340772
1589,100489.14869068144
1590,137224.70652271953
1591,92862.11188830763
1592,119050.13361267549
1593,123203.58208944774
1594,118800.47900947244
1595,103152.03481141024
1596,217734.91339990386
1597,198174.59050179378
1598,234418.71814800738
1599,165857.81087967387
1600,153464.23349970518
1601,63815.48613813898
1602,116969.84051277286
1603,71860.57330346886
1604,258774.11797454878
1605,237986.06642605565
1606,168088.15970181333
1607,181105.12760353187
1608,212034.59946184143
1609,183266.87182604487
1610,153523.74286468842
1611,143507.34774487556
1612,177522.1282263547
1613,169282.74703911404
1614,130716.28722231589
1615,96369.29813378892
1616,80158.0469322673
1617,95772.45745300122
1618,125737.7403925594
1619,136647.71698650304
1620,142565.14957556245
1621,141600.06130123144
1622,141328.9763313641
1623,259538.76501146588
1624,218710.6144622314
1625,118223.17054999874
1626,172365.8419649482
1627,195112.02938961991
1628,280966.23697663436
1629,180015.75519936826
1630,353404.9061206365
1631,228904.02879055668
1632,245305.19336434346
1633,172270.1337384944
1634,187661.71684457836
1635,173121.24111361132
1636,151428.78091206035
1637,204525.44294722864
1638,180214.14208605958
1639,192366.12015358868
1640,255244.1847715898
1641,185941.9343583069
1642,248169.62643244676
1643,213033.72490932918
1644,234730.27568307356
1645,196570.21736378715
1646,157003.6664430104
1647,157638.66443083264
1648,130789.52986718979
1649,141308.06562138684
1650,111494.79515628176
1651,121184.39989036406
1652,97909.10017998677
1653,100095.09762350578
1654,142976.8858398801
1655,129825.59859117595
1656,139309.74148717418
1657,145057.1469390866
1658,144480.88192687495
1659,113464.71361855007
1660,158704.78791659398
