Id,SalePrice
1461,142.78387
1462,144.28291
1463,147.35684
1464,148.90363
1465,162.77235
1466,148.90363
1467,144.28291
1468,148.90363
1469,162.77235
1470,142.78387
1471,162.77235
1472,144.28291
1473,142.78387
1474,148.90363
1475,162.77235
1476,167.98103
1477,167.98103
1478,167.98103
1479,167.98103
1480,167.98103
1481,167.98103
1482,162.77235
1483,144.28291
1484,162.77235
1485,162.77235
1486,167.98103
1487,167.98103
1488,167.98103
1489,162.77235
1490,148.90363
1491,167.98103
1492,142.78387
1493,148.90363
1494,167.98103
1495,167.98103
1496,167.98103
1497,167.98103
1498,162.77235
1499,162.77235
1500,144.28291
1501,148.90363
1502,162.77235
1503,167.98103
1504,167.98103
1505,167.98103
1506,148.90363
1507,148.90363
1508,148.90363
1509,148.90363
1510,142.78387
1511,142.78387
1512,147.35684
1513,148.90363
1514,147.35684
1515,147.35684
1516,148.90363
1517,144.28291
1518,147.35684
1519,167.98103
1520,142.78387
1521,142.78387
1522,148.90363
1523,142.78387
1524,142.78387
1525,142.78387
1526,142.78387
1527,142.78387
1528,144.28291
1529,142.78387
1530,144.28291
1531,147.35684
1532,142.78387
1533,142.78387
1534,144.28291
1535,147.35684
1536,142.78387
1537,142.78387
1538,167.98103
1539,167.98103
1540,147.35684
1541,148.90363
1542,147.35684
1543,167.98103
1544,142.78387
1545,144.28291
1546,144.28291
1547,147.35684
1548,145.51717
1549,142.78387
1550,147.35684
1551,144.28291
1552,147.35684
1553,148.90363
1554,144.28291
1555,147.35684
1556,142.78387
1557,142.78387
1558,144.28291
1559,147.35684
1560,147.35684
1561,147.35684
1562,142.78387
1563,142.78387
1564,142.78387
1565,147.35684
1566,167.98103
1567,142.78387
1568,148.90363
1569,147.35684
1570,144.28291
1571,147.35684
1572,142.78387
1573,167.98103
1574,142.78387
1575,167.98103
1576,148.90363
1577,162.77235
1578,148.90363
1579,142.78387
1580,167.98103
1581,142.78387
1582,142.78387
1583,167.98103
1584,167.98103
1585,144.28291
1586,142.78387
1587,142.78387
1588,142.78387
1589,142.78387
1590,144.28291
1591,142.78387
1592,142.78387
1593,144.28291
1594,147.35684
1595,147.35684
1596,167.98103
