Id,SalePrice
1461,125078.33276137948
1462,151960.33196480185
1463,178592.74396069642
1464,180825.08778356866
1465,191343.69927417894
1466,172754.64318588783
1467,170656.30182010442
1468,160889.0261477432
1469,197491.91354569592
1470,122173.11813113627
1471,199269.37035412583
1472,96623.91423927467
1473,98428.84386461726
1474,153869.4350462782
1475,144056.44406180573
1476,372351.16616277763
1477,255962.05098645645
1478,284821.4395632916
1479,296007.88712313084
1480,430675.5011203583
1481,316078.4628307495
1482,201947.60648745194
1483,168088.72410810957
1484,178913.79028578172
1485,181418.70818146385
1486,192709.09278995098
1487,329228.7059228121
1488,241923.18586342628
1489,196783.59702572838
1490,203456.45939941483
1491,193112.8443332224
1492,93213.9111179799
1493,180450.06386083784
1494,306269.4320303271
1495,302830.6980775125
1496,225867.9534554141
1497,184657.31513113118
1498,166227.19513400304
1499,168286.9650278626
1500,147072.972967534
1501,171322.0781411891
1502,159664.47485437576
1503,269086.09675412154
1504,234893.03407480347
1505,223965.22989551834
1506,182738.0359026247
1507,238909.97929953955
1508,192637.94196491365
1509,157831.37053385965
1510,147058.2148724513
1511,145803.01122172025
1512,164120.71698003833
1513,144916.1146467078
1514,166680.7688587405
1515,195897.12951443106
1516,168606.79875217675
1517,156983.5268939998
1518,144755.97418268444
1519,213182.9592366406
1520,134644.18659964768
1521,137572.92395257423
1522,168135.4428881442
1523,115367.9684802686
1524,123141.94773758887
1525,127991.85327911896
1526,126617.64079228295
1527,103664.10328133941
1528,132275.5138557342
1529,142284.74038991693
1530,178307.8465781458
1531,111675.50608795857
1532,106944.37483586685
1533,138700.14689645436
1534,121039.97951522093
1535,155349.71176424663
1536,114205.73426161533
1537,76848.01620781829
1538,176247.90941317542
1539,200746.40832931368
1540,95038.89081775812
1541,140984.8374028082
1542,138124.14887717846
1543,211625.70409414094
1544,85377.41287752162
1545,107127.17068724362
1546,124869.67283616264
1547,130496.91792690553
1548,127255.27640332821
1549,109015.59819825068
1550,137234.9614647485
1551,123289.66618355023
1552,124397.16940269413
1553,146081.47728427078
1554,108901.66151242508
1555,163430.10030758765
1556,75679.55695328569
1557,112402.48502452634
1558,91487.06896961243
1559,92139.46954607723
1560,146555.4415080026
1561,121646.6500662713
1562,129359.20879001396
1563,124428.12240755706
1564,155542.62725392322
1565,150181.85562911918
1566,226968.6059732797
1567,80940.96481422568
1568,209520.74359206617
1569,135439.61401983348
1570,126628.1286419039
1571,131001.47589617533
1572,149634.62200689738
1573,246252.37612676676
1574,119280.78418182318
1575,216191.18099706626
1576,202081.7279541022
1577,192278.9483608892
1578,148951.82397534806
1579,148827.12201932215
1580,191553.2469840292
1581,139901.52527955818
1582,128931.23576422605
1583,323354.3636522869
1584,224119.06856533213
1585,141635.03383438208
1586,79075.98374263302
1587,104461.21461610701
1588,145701.20345967638
1589,92785.90564676214
1590,137186.84416442545
1591,102894.02506440104
1592,117860.9014457864
1593,131376.94310793284
1594,121920.07248094305
1595,114733.15753610709
1596,233256.78040296055
1597,172885.8771112484
1598,206139.72453854443
1599,181462.95709593067
1600,187676.96803856964
1601,79700.71810850993
1602,106134.26432450378
1603,94006.15442337086
1604,269707.0343681281
1605,248163.65664197924
1606,166422.20465454334
1607,175392.3087609554
1608,205025.78199123175
1609,190993.44884959442
1610,150099.94652486508
1611,147955.51603347866
1612,164295.04658216966
1613,158549.90635577613
1614,127135.7037436702
1615,87895.62126111354
1616,79015.57287164852
1617,96132.62712483869
1618,125931.63898379588
1619,142044.24972341387
1620,169375.74455619807
1621,137853.42509081645
1622,140135.42406800567
1623,285659.7915077853
1624,204120.99865507937
1625,130240.50884171914
1626,172765.59252779046
1627,177421.5557082208
1628,278051.3728139044
1629,182240.60824401968
1630,330503.34301233466
1631,211029.43105215763
1632,240741.53746328797
1633,171682.445026168
1634,175659.32542321426
1635,179822.53876463187
1636,160900.17715232223
1637,175044.5216257167
1638,205721.8371773313
1639,180582.3641269194
1640,253042.7272194932
1641,179429.10130748703
1642,214412.02817351508
1643,226790.95782892004
1644,227160.91268015694
1645,177527.33721909096
1646,155073.216881208
1647,177575.65693577108
1648,136805.77219119572
1649,133642.89630259323
1650,116884.79051050778
1651,122044.22213950202
1652,100595.48197501057
1653,97190.89907795863
1654,153561.26224534152
1655,162972.12451881988
1656,147211.24300620245
1657,153162.1969691077
1658,147378.8741653793
1659,148728.59760596923
1660,145693.2171974245
1661,404847.7578477533
1662,384982.5465219458
1663,386137.1173475562
1664,426264.8138374538
1665,296751.6727490082
1666,311049.6243662566
1667,356773.8198323001
1668,316855.230889841
1669,294584.3258504531
1670,351063.88205417077
1671,243464.23221071946
1672,389558.5921771211
1673,296009.3715261686
1674,246402.85819610642
1675,172418.87009952645
1676,175592.76458665673
1677,204841.98866339037
1678,401085.2779258479
1679,372268.4239110709
1680,319955.4169339196
1681,243643.14736506046
1682,309602.16130823083
1683,181729.64296352857
1684,181114.64315665388
1685,169981.29128031185
1686,179303.61824977442
1687,169009.17186141218
1688,191625.33054304283
1689,192512.56663293863
1690,195605.3004460416
1691,181982.18160958443
1692,283598.82258370135
1693,170407.1769676142
1694,176818.31365353006
1695,169885.01389662042
1696,281446.37008171756
1697,170893.30702143823
1698,339835.6028351888
1699,298391.74891713547
1700,244577.4588738831
1701,276187.43651034764
1702,249288.19488657097
1703,254889.71598377117
1704,278627.2538181253
1705,219876.71585884606
1706,402272.5040710846
1707,199245.867860442
1708,193684.7306714575
1709,267156.4329299714
1710,211525.72393508902
1711,256638.34087086984
1712,257360.31896658707
1713,264648.2975194559
1714,217465.77839439615
1715,201103.25792096893
1716,180307.7971080102
1717,180142.93997678097
1718,139589.06578800143
1719,201261.7021788257
1720,250548.42728382515
1721,180738.67970891442
1722,130731.28890975095
1723,155686.3386966812
1724,210591.2403569912
1725,230090.11598540022
1726,175575.7117609
1727,157197.44004045462
1728,193285.69516280893
1729,162729.97326731886
1730,165151.33638041155
1731,125512.89558981851
1732,131856.06129151094
1733,123547.95237635089
1734,131336.72602785932
1735,131676.1300754573
1736,120444.89360265431
1737,308214.9591522578
1738,208211.26163772502
1739,261628.88917392032
1740,194776.3711214022
1741,171538.09771817055
1742,170495.98230237313
1743,178707.2202309818
1744,296509.64356416604
1745,197857.1497005182
1746,217934.11626970762
1747,221484.40908808005
1748,209291.87305048484
1749,154172.35322477925
1750,136664.2684579038
1751,228283.61701231776
